id,intake,years,University Name,Course,Undergrad Institute & Branch,Undergraduate Major,GPA,GRE,IELTS/TOEFL,Papers,Work Exp,created_at,updated_at,Acceptance
2542,"Spring ",2023,"State University of New York, Buffalo",Computer Science,IIT Kharagpur,ECE,7.74 / 10,"318 (169, 149, NA)",IELTS 7,,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2543,"Spring ",2023,Valparaiso University,Information Technology,GMR Institute of Technology,EEE,7.52 / 10,,IELTS 7.5,,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2544,"Spring ",2023,Wichita State University,Computer Science,Gitam University,Computer Science,8.15 / 10,"315 (148, 167, 3.5)",,,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2545,"Spring ",2023,San Jose State University,Industrial & Systems Engineering,M S Ramaiah Institute of Technology,Mechanical Engineering,85 / 100,"313 (151, 162, 3)",IELTS 7,,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2546,"Spring ",2023,"University of Texas, Arlington",Computer Science,KL University,ECE,8.44 / 10,"322 (152, 170, 3)",TOEFL 101,,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2547,"Summer ",2023,University of Washington,Business Analytics,"Netaji Subhas Institute of Technology, New Delhi",Mechanical Engineering,7.1 / 10,,TOEFL,111,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2548,"Summer ",2023,"University of Massachusetts, Dartmouth",Data Science,Genba Sopanrao Moze College of Engineering,Computer Engineering,8.48 / 10,"305 (145, 160, 4)",TOEFL,101,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2549,"Summer ",2023,"University of Texas, Dallas",Computer Engineering,Hindustan University,ECE,08-Oct,"322 (152, 170, 2.5)",IELTS,6.5,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2550,"Summer ",2023,Florida State University,Data Science,Chaitanya Bharathi Institute of Technology,Mechanical Engineering,80.16 / 100,,IELTS,7,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2551,"Summer ",2023,"Humber College, North",Supply Chain Management,South East Asian College of Engineering,Mechanical Engineering,68 / 100,,IELTS,7,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2552,"Summer ",2023,"University of Massachusetts, Amherst",Computer Science,Shri Vishnu Engineering College for Women,Computer Science,8.96 / 10,"333 (163, 170, 3.5)",IELTS,7.5,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2553,"Summer ",2023,Saint Louis University,Computer Science,"Saveetha Engineering College, Thandalam",Computer Science,8.57 / 10,"323 (155, 168, 3)",IELTS,6.5,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2554,"Summer ",2023,University of South Florida,Computer Science,Vel Tech Rangarajan Dr. Sagunthala R&D Institute,Computer Science,7.8 / 10,"315 (148, 167, 1)",IELTS,6,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2555,"Summer ",2023,Northeastern University,Cyber Security,Kumaraguru College of Technology,Computer Science,09-Oct,"297 (141, 156, 2.5)",IELTS,7,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2556,"Summer ",2023,University of Tampa,Cyber Security,Vasireddy Venkatadri Institute of Technology,Computer Science,6.97 / 10,"320 (155, 165, 2)",IELTS,6,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2557,"Summer ",2023,Carnegie Mellon University,Robotics,National Institute of Technology,EEE,9.5 / 10,"324 (160, 164, 4)",TOEFL 115,,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2558,"Summer ",2023,University of Washington,Business Analytics,"Netaji Subhas Institute of Technology, New Delhi",Mechanical Engineering,7.1 / 10,,TOEFL 111,,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2559,"Summer ",2023,University of Tampa,Cyber Security,Vasireddy Venkatadri Institute of Technology,Computer Science,6.97 / 10,"320 (155, 165, 2)",IELTS 6,,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2560,"Summer ",2023,Northeastern University,Cyber Security,Kumaraguru College of Technology,Computer Science,09-Oct,"297 (141, 156, 2.5)",IELTS 7,,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2561,"Summer ",2023,University of South Florida,Computer Science,Vel Tech Rangarajan Dr. Sagunthala R&D Institute,Computer Science,7.8 / 10,"315 (148, 167, 1)",IELTS 6,,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2562,"Summer ",2023,Saint Louis University,Computer Science,"Saveetha Engineering College, Thandalam",Computer Science,8.57 / 10,"323 (155, 168, 3)",IELTS 6.5,,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2563,"Summer ",2023,"University of Massachusetts, Amherst",Computer Science,Shri Vishnu Engineering College for Women,Computer Science,8.96 / 10,"333 (163, 170, 3.5)",IELTS 7.5,,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2564,"Summer ",2023,"Humber College, North",Supply Chain Management,South East Asian College of Engineering,Mechanical Engineering,68 / 100,,IELTS 7,,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2565,"Summer ",2023,Florida State University,Data Science,Chaitanya Bharathi Institute of Technology,Mechanical Engineering,80.16 / 100,,IELTS 7,,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2566,"Summer ",2023,"University of Texas, Dallas",Computer Engineering,Hindustan University – Hindustan Institute of Science & Technology,ECE,08-Oct,"322 (152, 170, 2.5)",IELTS 6.5,,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2567,"Summer ",2023,Carnegie Mellon University,Robotics,National Institute of Technology,EEE,9.5 / 10,"324 (160, 164, 4)",115 (TOEFL),,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2568,"Summer ",2023,University of South Dakota,Computer Science,Vel Tech Rangarajan Dr. Sagunthala R&D Institute,ECE,8.74 / 10,"327 (159, 168, 3)",99,,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2569,"Summer ",2023,University of Tampa,Cyber Security,Vasireddy Venkatadri Institute of Technology,Computer Science,6.97 / 10,"320 (155, 165, 2)",6,,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2570,"Summer ",2023,Northeastern University,Cyber Security,Kumaraguru College of Technology,Computer Science,09-Oct,"297 (141, 156, 2.5)",7,,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2571,"Summer ",2023,University of South Florida,Computer Science,Vel Tech Rangarajan Dr. Sagunthala R&D Institute,Computer Science,7.8 / 10,"315 (148, 167, 1)",6,,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2572,"Summer ",2023,Saint Louis University,Computer Science,"Saveetha Engineering College, Thandalam",Computer Science,8.57 / 10,"323 (155, 168, 3)",6.5,,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2573,"Summer ",2023,"University of Massachusetts, Amherst",Computer Science,Shri Vishnu Engineering College for Women,Computer Science,8.96 / 10,"333 (163, 170, 3.5)",7.5,,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2574,"Summer ",2023,"Humber College, North",Supply Chain Management,South East Asian College of Engineering,Mechanical Engineering,68 / 100,,7,,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2575,"Summer ",2023,Florida State University,Data Science,Chaitanya Bharathi Institute of Technology,Mechanical Engineering,80.16 / 100,,7,,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2576,"Summer ",2023,"University of Texas, Dallas",Computer Engineering,Hindustan University – Hindustan Institute of Science & Technology,ECE,08-Oct,"322 (152, 170, 2.5)",6.5,,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2577,"Summer ",2023,University of Tampa,Cyber Security,Vasireddy Venkatadri Institute of Technology,Computer Science,6.97 / 10,"320 (155, 165, 2)",IELTS – 6,,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2578,"Summer ",2023,University of Washington,Business Analytics,"Netaji Subhas Institute of Technology, New Delhi",Mechanical Engineering,7.1 / 10,,TOEFL – 111,,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2579,"Summer ",2023,Carnegie Mellon University,Robotics,National Institute of Technology,EEE,9.5 / 10,"324 (160, 164, 4)",TOEFL – 115,,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2580,"Summer ",2023,University of New Haven,Data Science,AVN Institute of Engineering & Technology,ECE,08-Oct,"306 (139, 167, 2)",,,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2581,"Summer ",2023,Saint Louis University,Computer Science,KL University,Computer Science,8.97 / 10,"311 (149, 162, 3)",TOEFL – 99,,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2582,"Summer ",2023,"University of Maryland, Baltimore County",Cyber Security,VNR Vignana Jyothi Institute of Engineering & Technology,EEE,7.5 / 10,"324 (154, 170, 3)",TOEFL – 106,,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2583,"Summer ",2023,"University of Texas, Dallas",Information Technology Management,Lovely Professional University,ECE,7.75 / 10,"328 (159, 169, 4)",IELTS – 7,,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2584,"Summer ",2023,Gannon University,Computer & Information Science,Loyola Academy Degree & PG College,Computer Science,06-Oct,,TOEFL – 107,,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2585,"Summer ",2023,Wichita State University,Computer Science,SRM University,Computer Science,82.85 / 100,"287 (150, 137, 3)",IELTS – 6.5,,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2586,"Summer ",2023,Lamar University,Computer Science,"JNTU College of Engineering, Anantapur",Civil Engineering,63 / 100,"319 (164, 155, 2.5)",TOEFL – 82,,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2587,"Summer ",2023,"University of Maryland, Baltimore County",Cyber Security,VNR Vignana Jyothi Institute of Engineering and Technology,EEE,7.5 / 10,"324 (154, 170, 3)",TOEFL 106,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2588,"Summer ",2023,"University of Texas, Dallas",Information Technology Management,Lovely Professional University,ECE,7.75 / 10,"328 (159, 169, 4)",IELTS 7,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2589,"Summer ",2023,Gannon University,Computer & Information Science,Loyola Academy Degree and PG College,Computer Science,06-Oct,,TOEFL 107,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2590,"Summer ",2023,Wichita State University,Computer Science,SRM University,Computer Science,82.85%,"287 (150, 137, 3)",IELTS 6.5,1,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2591,"Summer ",2023,Lamar University,Computer Science,"JNTU College of Engineering, Anantapur",Civil Engineering,63 / 100,"319 (164, 155, 2.5)",TOEFL 82,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2592,"Summer ",2023,Florida State University,Computer Science,Sreenidhi Institute of Science and Technology,ECE,7.59 / 10,"315 (160, 155, 0)",IELTS 7,2,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2593,"Summer ",2023,"University of Dayton, Ohio",Engineering Management,Sathyabama University,Mechanical Engineering,7.07 / 10,,IELTS 6.5,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2594,"Summer ",2023,"University of Illinois, Chicago",MIS,"Institute of Technical Education and Research, Bhubaneswar",Instrumentation Engineering,8.6 / 10,"292 (145, 147, 3)",TOEFL 97,1,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2595,"Summer ",2023,"University of Houston, Clear Lake",Computer Engineering,Hindustan University,ECE,08-Oct,"322 (152, 170, 2.5)",IELTS 6.5,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2596,"Summer ",2023,"Purdue University, West Lafayette",Business Analytics and Information Systems,MVGR College of Engineering,Chemical Engineering,65 / 100,"317 (157, 160, 3.5)",IELTS 7,1,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2597,"Summer ",2023,Florida State University,Computer Science,Sreenidhi Institute of Science and Technology,ECE,7.59 / 10,"315 (160, 155, 0)",IELTS 7,2,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2598,"Summer ",2023,"University of Dayton, Ohio",Engineering Management,Sathyabama University,Mechanical Engineering,7.07 / 10,,IELTS 6.5,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2599,"Summer ",2023,"University of Illinois, Chicago",MIS,"Institute of Technical Education and Research, Bhubaneswar",Instrumentation Engineering,8.6 / 10,"292 (145, 147, 3)",TOEFL 97,1,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2600,"Summer ",2023,"University of Houston, Clear Lake",Computer Engineering,Hindustan University,ECE,08-Oct,"322 (152, 170, 2.5)",IELTS 6.5,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2601,"Summer ",2023,"Purdue University, West Lafayette",Business Analytics and Information Systems,Myra College of Engineering,Chemical Engineering,65 / 100,"317 (157, 160, 3.5)",IELTS 7,1,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2602,"Summer ",2023,Cleveland State University,Computer Science,Vaagdevi College of Engineering,Computer Science,07-Oct,"321 (152, 169, 2)",TOEFL NA,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2603,"Summer ",2023,"State University of New York, Buffalo",MIS,Shri Ramdeobaba College of Engineering,ECE,08-Oct,"305 (150, 155, 4)",TOEFL NA,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2604,"Summer ",2023,Saint Louis University,Computer Science,Siddhartha Institute of Engineering and Technology,Computer Science,6.9 / 10,,IELTS 6.5,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2605,"Summer ",2023,Florida Institute of Technology,Computer Engineering,FRCRIT Vashi,ECE,8.5 / 10,"287 (134, 153, 2.5)",IELTS 7,1,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2606,"Summer ",2023,New England College,Computer Science & Information Systems,Bharat Institute of Engineering and Technology,Computer Science,6.3 / 10,,IELTS 6,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2607,"Summer ",2023,Indiana State University,Computer Science,RVR & JC College of Engineering,Civil Engineering,6.52 / 10,"314 (151, 163, 2.5)",TOEFL 102,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2608,"Summer ",2023,New England College,Computer Science & Information Systems,Bharat Institute of Engineering & Technology,Computer Science,6.3 / 10,,IELTS 6,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2609,"Summer ",2023,Florida Institute of Technology,Computer Engineering,FCRIT Vashi,ECE,8.5 / 10,"287 (134, 153, 2.5)",IELTS 7,1,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2610,"Summer ",2023,University of Washington,Business Analytics,"Netaji Subhas Institute of Technology, New Delhi",Mechanical Engineering,7.1 / 10,,TOEFL 111,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2611,"Summer ",2023,"State University of New York, Buffalo",MIS,Shri Ramdeobaba College of Engineering,ECE,08-Oct,"305 (150, 155, 4)",,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2612,"Summer ",2023,Cleveland State University,Computer Science,Vagdevi College of Engineering,Computer Science,07-Oct,"321 (152, 169, 2)",TOEFL NA,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2613,"Summer ",2023,"Purdue University, West Lafayette",Business Analytics & Information Systems,MVGR College of Engineering,Chemical Engineering,65 / 100,"317 (157, 160, 3.5)",IELTS 7,1,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2614,"Summer ",2023,"University of Houston, Clear Lake",Computer Engineering,Hindustan University,ECE,08-Oct,"322 (152, 170, 2.5)",IELTS 6.5,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2615,"Summer ",2023,"University of Illinois, Chicago",MIS,"Institute of Technical Education & Research, Bhubaneswar",Instrumentation Engineering,8.6 / 10,"292 (145, 147, 3)",TOEFL 97,1,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2616,"Summer ",2023,"University of Dayton, Ohio",Engineering Management,Sathyabama University,Mechanical Engineering,7.07 / 10,,IELTS 6.5,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2617,"Summer ",2023,Sacred Heart University,Computer Science,GITAM University,Computer Science,6.9 / 10,311 (145 / 166 / 4),TOEFL,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2618,"Summer ",2023,University of Washington,Business Analytics,"Netaji Subhas Institute of Technology, New Delhi",Mechanical Engineering,7.1 / 10,,TOEFL,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2619,"Summer ",2023,Indiana State University,Computer Science,RVR & JC College of Engineering,Civil Engineering,6.52 / 10,314 (151 / 163 / 2.5),TOEFL,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2620,"Summer ",2023,New England College,Computer Science & Information Systems,Bharat Institute of Engineering & Technology,Computer Science,6.3 / 10,,IELTS,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2621,"Summer ",2023,Florida Institute of Technology,Computer Engineering,"Fr. Conceicao Rodrigues Institute of Technology, Vashi",ECE,8.5 / 10,287 (134 / 153 / 2.5),IELTS,1,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2622,"Summer ",2023,Saint Louis University,Computer Science,Siddharth Institute of Engineering & Technology,Computer Science,6.9 / 10,,IELTS,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2623,"Summer ",2023,SUNY Buffalo,MIS,Shri Ramdeobaba College of Engineering,ECE,08-Oct,305 (150 / 155 / 4),TOEFL,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2624,"Summer ",2023,Cleveland State University,Computer Science,Vaagdevi College of Engineering,Computer Science,07-Oct,321 (152 / 169 / 2),TOEFL,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2625,"Summer ",2023,"Purdue University, West Lafayette",Business Analytics & Information Systems,MVGR College of Engineering,Chemical Engineering,65 / 100,317 (157 / 160 / 3.5),IELTS,1,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2626,"Summer ",2023,"University of Houston, Clear Lake",Computer Engineering,Hindustan University (Hindustan Institute of Technology & Science),ECE,08-Oct,322 (152 / 170 / 2.5),IELTS,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2627,"Summer ",2023,University of Washington,Business Analytics,"Netaji Subhas Institute of Technology, New Delhi",Mechanical Engineering,7.1 / 10,,TOEFL 111,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2628,"Summer ",2023,Northeastern University,Information Systems,Jaipur Engineering College,Computer Science,75.6 / 100,"314 (152,162,3)",TOEFL 103,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2629,"Summer ",2023,University of Bridgeport,Computer Science,Vel Tech Rangarajan Dr. Sagunthala R&D Institute,ECE,8.74 / 10,"327 (159,168,3)",TOEFL 99,2,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2630,"Summer ",2023,Sacred Heart University,Computer Science,Gitam University,Computer Science,6.9 / 10,"311 (145,166,4)",TOEFL 96,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2631,"Summer ",2023,University of Delaware,Cyber Security,BVRIT Hyderabad College of Engineering for Women,ECE,7.2 / 10,"325 (158,167,3.5)",IELTS 6.5,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2632,"Summer ",2023,Indiana State University,Computer Science,RVR & JC College of Engineering,Civil Engineering,6.52 / 10,"314 (151,163,2.5)",TOEFL 102,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2633,"Summer ",2023,New England College,Computer Science & Information Systems,Bharat Institute of Engineering and Technology,Computer Science,6.3 / 10,,IELTS 6.0,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2634,"Summer ",2023,Florida Institute of Technology,Computer Engineering,FRCR Vashi,ECE,8.5 / 10,"287 (134,153,2.5)",IELTS 7.0,1,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2635,"Summer ",2023,Saint Louis University,Computer Science,Siddhartha Institute of Engineering and Technology,Computer Science,6.9 / 10,,IELTS 6.5,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2636,"Summer ",2023,SUNY Buffalo,MIS,Shri Ramdeobaba College of Engineering,ECE,8.0 / 10,"305 (150,155,4)",,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2637,"Summer ",2023,California Lutheran University,Information Technology,Vignan Institute of Technology and Science,ECE,6.1 / 10,"321 (154, 167, 3)",IELTS 6.5,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2638,"Summer ",2023,"Texas A&M University, College Station",Industrial Engineering,Ramdevbaba College of Engineering and Management,Industrial Engineering,7.65 / 10,,IELTS 7.5,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2639,"Summer ",2023,University of Pittsburgh,Electrical & Computer Engineering,Gujarat Technological University,ECE,8.11 / 10,"300 (145, 155, 3)",IELTS 7.0,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2640,"Summer ",2023,"University of Texas, Arlington",Engineering Management,JNTUH,Civil Engineering,6.85 / 10,"320 (158, 162, 2.5)",IELTS 6.5,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2641,"Summer ",2023,Stevens Institute of Technology,Information Systems,Sreyas Institute of Engineering Technology,ECE,8.7 / 10,"320 (154, 166, 3)",IELTS 6.5,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2642,"Summer ",2023,University of Utah,Information Systems,Sri Venkateswara College of Engineering,Information Science,6.9 / 10,"321 (152, 169, 4)",IELTS 7.5,1,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2643,"Summer ",2023,Wright State University,Computer Science,Vellore Institute of Technology,Computer Science,79 / 100,,TOEFL 99,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2644,"Summer ",2023,"California State University, Fullerton",Computer Science,Sagi Ramakrishnam Raju Engineering College,Information Technology,8.07 / 10,"294 (140, 154, 3)",IELTS 6.5,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2645,"Summer ",2023,University of Utah,Finance,Delhi University,Commerce,64.96 / 100,,TOEFL 99,1,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2646,"Summer ",2023,University of Arizona,Computer Science,"Vignan’s Foundation for Science, Technology & Research",Computer Science,69 / 100,"316 (154, 162, 3)",TOEFL 86,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2647,"Winter ",2023,Kansas State University,Computer Science,Dhanekula Institute of Engineering & Technology,ECE,8.4 / 10,"320 (152, 168, 3)",NA (TOEFL),1,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2648,"Winter ",2023,"Illinois Institute of Technology, Chicago",Computer Science,K S Institute of Technology,Computer Science,7.2 / 10,"299 (148, 151, 3)",IELTS 6.5,1,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2649,"Winter ",2023,National College of Ireland,Management,University of Mumbai,Mechanical Engineering,8.72 / 10,,IELTS 7,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2650,"Winter ",2023,"University of Texas, Dallas",Electrical Engineering,Bhoj Reddy Engineering College for Women,ECE,8.08 / 10,"315 (150, 165, 3.5)",IELTS 7,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2651,"Winter ",2023,University of Oklahoma,Data Science,Dhanekula Institute of Engineering & Technology,Computer Science,8.17 / 10,,IELTS 7,1,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2652,"Winter ",2023,"University of Texas, Arlington",Industrial Engineering,"Institute of Technology, Nirma University",Mechanical Engineering,8.63 / 10,"305 (145, 160, 3.5)",IELTS 7,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2653,"Winter ",2023,"University of Texas, Dallas",Computer Science,NIT Durgapur,Information Technology,7.86 / 10,"323 (154, 169, 3.5)",IELTS 7,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2654,"Winter ",2023,University of New Haven,Data Science,Joginpally BR Engineering College,ECE,7.2 / 10,"326 (160, 166, 3)",IELTS 6.5,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2655,"Winter ",2023,Lamar University,Chemistry,Osmania University,Pharmacy,7.06 / 10,"294 (138, 156, 2)",IELTS 6.5,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2656,"Winter ",2023,"University of Texas, Arlington",Computer Science,SRM University,Computer Science,9.7 / 10,"315 (150, 165, 3.5)",IELTS 7.5,2,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2657,"Winter ",2023,Arizona State University,Electrical Engineering,Arizona State University,Computer Science,10-08-2026 00:00,"318 (152, 166, 3)",TOEFL 88,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2658,"Winter ",2023,Kansas State University,Computer Science,Dhanekula Institute of Engineering & Technology,ECE,8.4/10,"320 (152, 168, 3)",,1,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2659,"Winter ",2023,"University of Texas, Arlington",Computer Science,SRM University,Computer Science,9.7/10,"315 (150, 165, 3.5)",IELTS 7.5,2,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2660,"Winter ",2023,Lamar University,Chemistry,Osmania University,Pharmacy,7.06/10,"294 (138, 156, 2)",IELTS 6.5,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2661,"Winter ",2023,University of New Haven,Data Science,Joginpally BR Engineering College,ECE,7.2/10,"326 (160, 166, 3)",IELTS 6.5,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
