id,intake,years,University Name,Course,Undergrad Institute & Branch,Undergraduate Major,GPA,GRE,IELTS/TOEFL,Papers,Work Exp,created_at,updated_at,Acceptance
2941,Spring,2022,"University of Texas, Austin",Electrical & Computer Engineering,SRM University,EEE,8.39 / 10,"302 (143, 159, 3)",TOEFL 87,1,48 months,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2942,Spring,2022,Northeastern University,Information Systems,MVGR College of Engineering,ECE,60.69%,"293 (146, 147, 2)",IELTS 6.5,0,29 months,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,Yes
2943,Spring,2022,Carleton University,Data Science,Vellore Institute of Technology,ECE,8.33 / 10,,IELTS 7.5,,51 months,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2944,Spring,2022,"Missouri State University, Springfield",Computer Science,Velagapudi Ramakrishna Siddhartha Engineering College,Information Technology,07-Oct,"317 (152, 165, 3)",,0,0 months,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2945,Spring,2022,"University of Texas, Dallas",Computer Science,"CSPIT, CHARUSAT",Information Technology,7.51 / 10,"318 (153, 165, 3)",IELTS 7,,34 months,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,Yes
2946,Spring,2022,Wright State University,Cyber Security,Mallareddy Engineering College,Information Technology,7.75 / 10,,IELTS 6,,0 months,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2947,Spring,2022,"University of Colorado, Denver",Computer Science,SRM University,Computer Science,8.7 / 10,"302 (147, 155, 3)",IELTS 8,,0 months,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2948,Spring,2022,Drexel University,Information Systems,Vivekanand Institute of Technology,Electronics Engineering,7.12 / 10,"299 (143, 156, 4)",TOEFL 90,,0 months,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2949,Spring,2022,Arizona State University,Computer Science,JECRC University,Computer Science,8.65 / 10,"310 (146, 164, 3)",IELTS 7.5,,17 months,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,Yes
2950,Spring,2022,North Carolina State University,Computer Engineering,IIITDM Kancheepuram,ECE,8.03 / 10,"322 (167, 155, 3)",TOEFL 104,,55 months,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2951,Spring,2022,"California State University, Fresno",Computer Science,Sumathi Reddy Institute of Technology for Women,Computer Science,7.56 / 10,"289 (138, 151, 3)",IELTS 6.5,,0 months,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2952,Spring,2022,San Jose State University,Electrical Engineering,Gayatri Vidya Parishad College of Engineering,ECE,8.3 / 10,,IELTS 7,,13 months,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2953,Spring,2022,"University of Texas, Austin",Electrical & Computer Engineering,SRM University,EEE,8.39 / 10,"302 (143, 159, 3)",TOEFL 87,1,48 months,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2954,Spring,2022,Northeastern University,Information Systems,MVGR College of Engineering,ECE,60.69%,"293 (146, 147, 2)",IELTS 6.5,0,29 months,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,Yes
2955,Spring,2022,Carleton University,Data Science,Vellore Institute of Technology,ECE,8.33 / 10,,IELTS 7.5,,51 months,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2956,Spring,2022,"Missouri State University, Springfield",Computer Science,Velagapudi Ramakrishna Siddhartha Engineering College,Information Technology,07-Oct,"317 (152, 165, 3)",,0,0 months,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2957,Spring,2022,Drexel University,Information Systems,Vivekanand Institute of Technology,Electronics Engineering,7.12 / 10,"299 (143, 156, 4)",TOEFL 90,,0 months,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2958,Spring,2022,"State University of New York, Buffalo",Computer Science,Gitam University,Computer Science,8.42 / 10,"316 (151, 165, 2)",IELTS 6.5,,32 months,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2959,Spring,2022,"University of Maryland, College Park",Business Analytics,Kansas State University,Computer Science,7.7 / 10,"320 (163, 157, 4)",TOEFL 112,,0 months,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,Yes
2960,Spring,2022,"University of Colorado, Denver",Computer Science,SRM University,Computer Science,8.7 / 10,"302 (147, 155, 3)",IELTS 8,,0 months,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2961,Spring,2022,Stevens Institute of Technology,Computer Science,Marwadi University,Computer Science,08-Oct,,IELTS 7.5,,0 months,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2962,Spring,2022,Arizona State University,Computer Science,JECRC University,Computer Science,8.65 / 10,"310 (146, 164, 3)",IELTS 7.5,,17 months,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,Yes
2963,Spring,2022,North Carolina State University,Computer Engineering,IIITDM Kancheepuram,ECE,8.03 / 10,"322 (167, 155, 3)",TOEFL 104,,55 months,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2964,Spring,2022,"California State University, Fresno",Computer Science,Sumathi Reddy Institute of Technology for Women,Computer Science,7.56 / 10,"289 (138, 151, 3)",IELTS 6.5,,0 months,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2965,Spring,2022,San Jose State University,Electrical Engineering,Gayatri Vidya Parishad College of Engineering,ECE,8.3 / 10,,IELTS 7,,13 months,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2966,Spring,2022,"University of Texas, Austin",Electrical & Computer Engineering,SRM University,EEE,8.39 / 10,"302 (143, 159, 3)",TOEFL 87,1,48 months,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2967,Spring,2022,"Florida International University, Miami",Information Systems,CVR College of Engineering,Civil Engineering,8.29 / 10,324 (154 / 170 / 2.5),IELTS,0,0 months,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2968,Spring,2022,New Jersey Institute of Technology,Computer Science,ICFAI,Computer Science,8.98 / 10,307 (148 / 159 / 4),IELTS,,0 months,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,Yes
2969,Spring,2022,"University of Texas, Austin",Aerospace Engineering,Chandigarh University,Aeronautical Engineering,8.23 / 10,318 (150 / 168 / 2.5),TOEFL,3,0 months,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2970,Spring,2022,Washington University in St. Louis,Engineering Management,Gitam University,Computer Science,78 / 100,318 (157 / 161 / 3),IELTS,,0 months,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2971,Spring,2022,Florida State University,Chemical & Petroleum Engineering,"Padmasri Dr BV Raju Institute of Technology, Narsapur",Chemical Engineering,7.02 / 10,,IELTS,1,21 months,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2972,Spring,2022,"University of Florida, Gainesville",Computer Engineering,Velagapudi Ramakrishna Siddhartha Engineering College,ECE,8.51 / 10,321 (151 / 170 / 3),IELTS,2,15 months,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2973,Spring,2022,"University of North Carolina, Charlotte",Computer Science,Gokaraju Rangaraju Institute of Engineering and Technology,Computer Science,8.99 / 10,319 (158 / 161 / 4),IELTS,,31 months,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2974,Spring,2022,University of Windsor,Mechanical Engineering,BVM Engineering College,Mechanical Engineering,8.98 / 10,,IELTS,1,0 months,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2975,Spring,2022,University of North Texas,Computer Science,Vidya Jyothi Institute of Technology,Computer Science,8.53 / 10,,IELTS,,26 months,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2976,Spring,2022,University of Arkansas at Little Rock,Information Science,K L University,Computer Science,6.58 / 10,302 (145 / 157 / 3),IELTS,,0 months,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2977,"Summer ",2022,"University of Colorado, Denver",Information Systems,SR Engineering College (SREC),ECE,61/100,"310 (148,162,3)",IELTS 7,,0,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2978,"Summer ",2022,University of British Columbia,Computer Science,IET DAVV,Computer Science,8.02/10,"330 (162,168,4)",TOEFL 111,,0,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2979,"Summer ",2022,Lewis University,Computer Science,Aurora's Degree College,Computer Science,9.07/10,,IELTS 6,,0,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2980,"Summer ",2022,"University of Maryland, Baltimore County",Information Systems,Lovely Professional University,Computer Science,10-08-2026 00:00,"315 (146,169,3)",IELTS 7,,66,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2981,"Summer ",2022,"University of Missouri, Kansas City",Computer Science,Malla Reddy College of Engineering and Technology,Computer Science,7.13/10,"313 (151,162,2)",IELTS 6.5,,0,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2982,"Summer ",2022,Johns Hopkins University,Computer Engineering,IET DAVV,Computer Science,8.02/10,"330 (162,168,4)",TOEFL 111,,0,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2983,"Summer ",2022,"Concordia University, Montreal",Cyber Security,Technocrat Institute of Technology,EEE,76/100,,IELTS 8,,120,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2984,"Summer ",2022,"University of Massachusetts, Amherst",Computer Science,Maharashtra Institute of Technology,Computer Science,75/100,"317 (152,165,4.5)",TOEFL 105,,42,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2985,"Summer ",2022,Arizona State University,Computer Science,Sreenidhi Institute of Science and Technology,Information Technology,8.03/10,"316 (154,162,3)",IELTS 6.5,,0,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,Yes
2986,"Summer ",2022,University of Windsor,Electrical & Computer Engineering,Lovely Professional University,ECE,8.43/10,,IELTS 7,,43,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2987,"Summer ",2022,"University of California, Riverside",Computer Science,Visvesvaraya Technological University,Computer Science,71/100,"313 (149, 164, 4)",TOEFL 111,,34,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2988,"Summer ",2022,"University of Colorado, Denver",Information Systems,SR Engineering College (SREC),ECE,61/100,"310 (148, 162, 3)",IELTS 7,,0,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2989,"Summer ",2022,University of Windsor,Electrical & Computer Engineering,Lovely Professional University,ECE,8.45/10,,IELTS 7,,45,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2990,"Summer ",2022,Arizona State University,Computer Science,Sreenidhi Institute of Science and Technology,Information Technology,8.03/10,"316 (154, 162, 3)",IELTS 6.5,,0,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,Yes
2991,"Summer ",2022,"University of Massachusetts, Amherst",Computer Science,Maharashtra Institute of Technology,Computer Science,75/100,"317 (152, 165, 4.5)",TOEFL 105,,42,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2992,"Summer ",2022,"Concordia University, Montreal",Cyber Security,Technocrat Institute of Technology,EEE,76/100,,IELTS 8,,120,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2993,"Summer ",2022,Johns Hopkins University,Computer Engineering,IET DAVV,Computer Science,8.02/10,"330 (162, 168, 4)",TOEFL 111,,0,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2994,"Summer ",2022,"University of Missouri, Kansas City",Computer Science,Malla Reddy College of Engineering and Technology,Computer Science,7.13/10,"313 (151, 162, 2)",IELTS 6.5,,0,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2995,"Summer ",2022,"University of Maryland, Baltimore County",Information Systems,Lovely Professional University,Computer Science,10-08-2026 00:00,"315 (146, 169, 3)",IELTS 7,,66,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2996,"Summer ",2022,Lewis University,Computer Science,Aurora’s Degree College,Computer Science,9.07/10,,IELTS 6,,0,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2997,"Summer ",2022,"University of California, Riverside",Computer Science,Visvesvaraya Technological University,Computer Science,71/100,"313 (149, 164, 4)",TOEFL,,34,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2998,"Summer ",2022,University of Southern California,Computer Science,NMIMS Mukesh Patel School of Technology Management,Information Technology,90/100,"320 (156, 164, 3)",TOEFL,1,0,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,Yes
2999,"Summer ",2022,University of Windsor,Electrical & Computer Engineering,Lovely Professional University,ECE,8.43/10,,IELTS,,43,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
3000,"Summer ",2022,Arizona State University,Computer Science,Sreenidhi Institute of Science and Technology,Information Technology,8.03/10,"316 (154, 162, 3)",IELTS,,0,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,Yes
3001,"Summer ",2022,"University of Massachusetts, Amherst",Computer Science,Maharashtra Institute of Technology,Computer Science,75/100,"317 (152, 165, 4.5)",TOEFL,,42,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
3002,"Summer ",2022,"Concordia University, Montreal",Cyber Security,Technocrat Institute of Technology,EEE,76/100,,IELTS,,120,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
3003,"Summer ",2022,Johns Hopkins University,Computer Engineering,IET DAVV,Computer Science,8.02/10,"330 (162, 168, 4)",TOEFL,,0,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
3004,"Summer ",2022,"University of Missouri, Kansas City",Computer Science,Malla Reddy College of Engineering and Technology,Computer Science,7.13/10,"313 (151, 162, 2)",IELTS,,0,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
3005,"Summer ",2022,"University of Maryland, Baltimore County",Information Systems,Lovely Professional University,Computer Science,10-08-2026 00:00,"315 (146, 169, 3)",IELTS,,66,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
3006,"Summer ",2022,Lewis University,Computer Science,Aurora’s Degree College,Computer Science,9.07/10,,IELTS,,0,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
3007,"Summer ",2022,University of Windsor,Electrical & Computer Engineering,Lovely Professional University,ECE,8.43 / 10,,IELTS 7,,43 months,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
3008,"Summer ",2022,"University of Colorado, Denver",Information Systems,SR Engineering College (SREC),ECE,61 / 100,"310 (148, 162, 3)",IELTS 7,,0 months,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
3009,"Summer ",2022,"University of California, Riverside",Computer Science,Visvesvaraya Technological University,Computer Science,71 / 100,"313 (149, 164, 4)",TOEFL 111,,34 months,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
3010,"Summer ",2022,Technical University of Hamburg,Electrical Engineering,Malla Reddy Institute of Technology,ECE,71.24 / 100,,IELTS 7.5,,0 months,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
3011,"Summer ",2022,University of Arizona,Computer Science,Sir M. Visvesvaraya Institute of Technology (MVIT),Computer Science,82 / 100,"315 (152, 163, 3.5)",TOEFL 107,,42 months,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
3012,"Summer ",2022,Georgia Institute of Technology,Computer Science,NMIMS Mukesh Patel School of Technology Management,Information Technology,90 / 100,"320 (156, 164, 3)",TOEFL 99,1,0 months,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
3013,"Summer ",2022,University of Rostock,Electrical Engineering,Malla Reddy Institute of Technology,ECE,71.24 / 100,,IELTS 7.5,,0 months,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
3014,"Summer ",2022,"University of Dayton, Ohio",Electrical Engineering,Vellore Institute of Technology,Computer Science,7.5 / 10,"321 (155, 166, 2.5)",IELTS 6,,0 months,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
3015,"Summer ",2022,"University of California, Irvine",Computer Science,IET DAVV,Computer Science,8.02 / 10,"330 (162, 168, 4)",TOEFL 111,,0 months,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,Yes
3016,"Summer ",2022,Columbia University,Computer Science,IET DAVV,Computer Science,8.02 / 10,"330 (162, 168, 4)",TOEFL 111,,0 months,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
3017,"Summer ",2022,Georgia Institute of Technology,Computer Science,NMIMS Mukesh Patel School of Technology Management,Information Technology,90/100,"320 (156, 164, 3)",TOEFL 99,1,0 months,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
3018,"Summer ",2022,University of Rostock,Electrical Engineering,Malla Reddy Institute of Technology,ECE,71.24/100,,IELTS 7.5,,0 months,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
3019,"Summer ",2022,"University of Dayton, Ohio",Electrical Engineering,Vellore Institute of Technology,Computer Science,7.5/10,"321 (155, 166, 2.5)",IELTS 6,,0 months,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
3020,"Summer ",2022,"University of California, Irvine",Computer Science,IET DAVV,Computer Science,8.02/10,"330 (162, 168, 4)",TOEFL 111,,0 months,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,Yes
3021,"Summer ",2022,Columbia University,Computer Science,IET DAVV,Computer Science,8.02/10,"330 (162, 168, 4)",TOEFL 111,,0 months,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
3022,"Summer ",2022,Clemson University,Industrial Engineering,Chitkara Bharati Institute of Technology,Mechanical Engineering,76.5/100,"312 (145, 167, 3)",IELTS 7,,0 months,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
3023,"Summer ",2022,University of Waterloo,Electrical & Computer Engineering,Gujarat Technological University,Electrical Engineering,8.72/10,,IELTS 7,,0 months,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
3024,"Summer ",2022,Lamar University,Computer Science,Malineni Lakshmaiah Women’s Engineering College,Computer Science,73/100,"312 (152, 160, 3.5)",TOEFL 99,,0 months,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,Yes
3025,"Summer ",2022,"University of Texas, Arlington",Business Analytics,Vellore Institute of Technology,Software Engineering,8.8/10,"321 (158, 163, 3)",IELTS 7,,4 months,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,Yes
